Ticket_ID,Student_ID,Category,Complaint_Text,Priority,Status,Date_Submitted,Unnamed: 0.1,Unnamed: 0
TCKT1178,S11178,Academic Support and Resources,صعوبة التواصل مع الأساتذة بخصوص المحتوى العلاجي,High,Open,2026-07-17,,
TCKT1179,S11179,Academic Support and Resources,عدم وجود أدلة وفيديوهات مساعدة بجودة عالية مشكلة,Medium,In Progress,2026-07-18,,
TCKT1180,S11180,Academic Support and Resources,الواجهة الإلكترونية للجامعة مش واضحة ومحبطة,Low,Resolved,2026-07-19,,
TCKT1181,S11181,Academic Support and Resources,قلة الأنشطة التعليمية التفاعلية بتأثر على فهمنا,Medium,Open,2026-07-20,,
TCKT1182,S11182,Academic Support and Resources,تأخير تحميل المحاضرات أثر سلبي كبير على متابعة الدروس,High,Open,2026-07-21,,
TCKT1183,S11183,Academic Support and Resources,قلة الدعم والاستشارات الأكاديمية مأثرة بشكل سلبي,Medium,Open,2026-07-22,,
TCKT1184,S11184,Academic Support and Resources,عدم استجابة المنصة الإلكترونية لأوقات الذروة مشكلة كبيرة,Medium,In Progress,2026-07-23,,
TCKT1185,S11185,Academic Support and Resources,عدم تحديث المقررات بانتظام يجعل المتابعة صعبة,High,Open,2026-07-24,,
TCKT1186,S11186,Academic Support and Resources,قلة المراجع والكتب الحديثة في المكتبة الرقمية مشكلة جوهرية,Medium,Open,2026-07-25,,
TCKT1187,S11187,Academic Support and Resources,المنصات الإلكترونية غير ثابتة وكثيرًا ما تؤدي للانقطاع,Medium,Open,2026-07-26,,
TCKT1188,S11188,Academic Support and Resources,صعوبة تقديم المشاريع بسبب ضعف الاتصال الإلكتروني,High,Open,2026-07-27,,
TCKT1189,S11189,Academic Support and Resources,قلة حسابات الدعم الفني وتأخر الردود مسبب إشكال مستمر,Medium,In Progress,2026-07-28,,
TCKT1190,S11190,Academic Support and Resources,المعلومات الأكاديمية غير متوفرة بوضوح على النظام,Low,Resolved,2026-07-29,,
TCKT1191,S11191,Academic Support and Resources,عدم احترام مواعيد الاختبارات الالكترونية بيأثر على الأداء,Medium,Open,2026-07-30,,
TCKT1192,S11192,Academic Support and Resources,قلة الدعم الفني والتدريب على نظم التعليم الإلكتروني,Medium,Open,2026-07-31,,
TCKT1193,S11193,Academic Support and Resources,عدم وجود قناة تواصل فعالة مع الإدارة الأكاديمية,High,Open,2026-08-01,,
TCKT1194,S11194,Academic Support and Resources,عدم توفر مواد سمعية وبصرية بجودة عالية للطلاب,Medium,Open,2026-08-02,,
TCKT1195,S11195,Academic Support and Resources,قلة الفصول المصممة للتعليم الإلكتروني اللازمة للطلاب,Medium,In Progress,2026-08-03,,
TCKT1196,S11196,Academic Support and Resources,المحتوى الإلكتروني غير محدث ومتأخر جدا,High,Open,2026-08-04,,
TCKT1197,S11197,Academic Support and Resources,قلة فضاءات التعلم التفاعلية في الحرم الجامعي,Medium,Open,2026-08-05,,
TCKT1198,S11198,Academic Support and Resources,تصميم الموقع الإلكتروني معقد والردود بطيئة,Low,Resolved,2026-08-06,,
TCKT1199,S11199,Academic Support and Resources,عدم وضوح السياسات المتعلقة بالتعليم الإلكتروني,Medium,Open,2026-08-07,,
TCKT1200,S11200,Academic Support and Resources,قلة الموارد اللازمة للأبحاث وتأخر تحديث المكتبة الرقمية,Medium,Open,2026-08-08,,
TCKT1201,S11201,Academic Support and Resources,شرح الدكاترة ساعات بيبقى مش واضح ومتناقض، بنبقى محتارين,Medium,Open,2026-06-20,,
TCKT1202,S11202,Academic Support and Resources,المحاضرات بتبدأ متأخرة كتير، وبيكسروا جدولنا,Medium,Open,2026-06-21,,
TCKT1203,S11203,Academic Support and Resources,المكتبة ساعات بتقفّل فجأة، واحنا في أمس الحاجة ليها,High,Open,2026-06-22,,
TCKT1204,S11204,Academic Support and Resources,التدريبات العملية مش منظمة، ولا بتدي فرص متساوية للجميع,Medium,In Progress,2026-06-23,,
TCKT1205,S11205,Academic Support and Resources,قلة المصادر في المكتبة الرقمية بتصعب علينا البحث والتعليم,High,Open,2026-06-24,,
TCKT1206,S11206,Academic Support and Resources,المعامل مرات كتير مش مجهزة لأداء الاختبارات العملية,Medium,Open,2026-06-25,,
TCKT1207,S11207,Academic Support and Resources,الواي فاي داخل المعامل ضعيف ودا بيأثر على شغل الكومبيوتر,High,Open,2026-06-26,,
TCKT1208,S11208,Academic Support and Resources,صعوبات في تسجيل المواد بسبب خلل فني متكرر في النظام,Urgent,Open,2026-06-27,,
TCKT1209,S11209,Academic Support and Resources,التطبيقات التعليمية دايمًا بتعلق وبنواجه صعوبات في الاستخدام,Medium,In Progress,2026-06-28,,
TCKT1210,S11210,Academic Support and Resources,قلة الحواسيب المتاحة في المختبرات بتأخرنا في تنفيذ الواجبات,Low,Resolved,2026-06-29,,
TCKT1211,S11211,Academic Support and Resources,التحديثات على المنصة الإلكترونية مش منتظمة، وبتخلي العمل صعب,Medium,Open,2026-06-30,,
TCKT1212,S11212,Academic Support and Resources,سرعة النت داخل الجامعة بتتشابه مع أوقات الانقطاع المستمرة,High,Open,2026-07-01,,
TCKT1213,S11213,Academic Support and Resources,الدكاترة مرات بيغيبوا ونتأثر سلبًا في متابعة المحتوى,Medium,Open,2026-07-02,,
TCKT1214,S11214,Academic Support and Resources,غياب التواصل الفعّال مع الأساتذة مشكلة كبيرة بتعيق الفهم,Medium,In Progress,2026-07-03,,
TCKT1215,S11215,Academic Support and Resources,قلة مصادر الدراسة والتحقيق بتخلي البحث عن المعلومات متعب,High,Open,2026-07-04,,
TCKT1216,S11216,Academic Support and Resources,دعم فني ضعيف لما نحتاج مساعدة تقنية عاجلة,Medium,Open,2026-07-05,,
TCKT1217,S11217,Academic Support and Resources,منصة التعلم الإلكتروني ساعات بتعلق ومش بتخلي التعلم سلس,High,Open,2026-07-06,,
TCKT1218,S11218,Academic Support and Resources,التأخير في ملاحظات الأساتذة على الواجبات مضايقنا بشدة,Medium,In Progress,2026-07-07,,
TCKT1219,S11219,Academic Support and Resources,قلة الدروس التكميلية بتصعب علينا متابعة المناهج,Medium,Open,2026-07-08,,
TCKT1220,S11220,Academic Support and Resources,تعدد الأنظمة والمعايير صعب متابعتها وبيسبب لخبطة,Low,Resolved,2026-07-09,,
TCKT1221,S11221,Academic Support and Resources,تأخير بالمواعيد الخاصة بالاختبارات وتأجيلها بيضيع وقتنا,Medium,Open,2026-07-10,,
TCKT1222,S11222,Academic Support and Resources,قلة فرص التدريب العملي الجيد فرصة كبيرة ضايعة علينا,High,Open,2026-07-11,,
TCKT1223,S11223,Academic Support and Resources,تعقيد الأنظمة التقنية بيضر بالتواصل بين الطلاب والإدارة,Medium,Open,2026-07-12,,
TCKT1224,S11224,Academic Support and Resources,قلة الموارد السمعية والمرئية عالية الجودة عائق أمام التعلم,Medium,In Progress,2026-07-13,,
TCKT1225,S11225,Academic Support and Resources,انعدام الاستقرار بالمنصات الإلكترونية بيأثر على تحصيلنا,High,Open,2026-07-14,,
TCKT1226,S11226,Academic Support and Resources,تأخر في تلبية طلبات الدعم الفني بيأثر على الأداء الدراسي,Medium,Open,2026-07-15,,
TCKT1227,S11227,Academic Support and Resources,غياب المعلومات الكافية للطلاب بيخليهم محبطين,Medium,Open,2026-07-16,,
TCKT1228,S11228,Academic Support and Resources,الاختبارات الإلكترونية بتأخر ومواعيدها مش واضحة,High,Open,2026-07-17,,
TCKT1229,S11229,Academic Support and Resources,قلة التدريب على المنصات الإلكترونية حاجز كبير قدامنا,Medium,In Progress,2026-07-18,,
TCKT1230,S11230,Academic Support and Resources,غياب القنوات الإلكترونية الفاعلة للتواصل مع الإدارة الأكاديمية,Low,Resolved,2026-07-19,,
TCKT1231,S11231,Academic Support and Resources,عدم تحديث المحتوى التعليمي بشكل دوري,Medium,Open,2026-07-20,,
TCKT1232,S11232,Academic Support and Resources,قلة محاضرات الدعم الإضافي بتخلي الفهم أبسط,Medium,Open,2026-07-21,,
TCKT1233,S11233,Academic Support and Resources,تأخر تحميل المحاضرات المسجلة بيخلي المتابعة صعبة,High,Open,2026-07-22,,
TCKT1234,S11234,Academic Support and Resources,قلة الموارد اللي بتساعد في البحث العلمي,Medium,Open,2026-07-23,,
TCKT1235,S11235,Academic Support and Resources,محدودية الفرص التعليمية التفاعلية في الجامعة,Medium,In Progress,2026-07-24,,
TCKT1236,S11236,Academic Support and Resources,واجهة الموقع الجامعي صعبة الاستخدام ومش واضحة,Low,Resolved,2026-07-25,,
TCKT1237,S11237,Academic Support and Resources,قلة وضوح السياسات الخاصة بالتعليم الإلكتروني,Medium,Open,2026-07-26,,
TCKT1238,S11238,Academic Support and Resources,قلة المحتوى المحدث في المكتبة الرقمية,Medium,Open,2026-07-27,,
TCKT1239,S11239,Academic Support and Resources,صعوبة في الوصول للموارد الأكاديمية على الإنترنت,High,Open,2026-07-28,,
TCKT1240,S11240,Academic Support and Resources,محدودية الخدمات الإلكترونية المساعدة في البحث والمذاكرة,Medium,In Progress,2026-07-29,,
TCKT1241,S11241,Academic Support and Resources,قلة التواصل الفعّال مع الجهات الأكاديمية للطلبة,Medium,Open,2026-07-30,,
TCKT1242,S11242,Academic Support and Resources,غياب التدريب على استخدام التكنولوجيا التعليمية,High,Open,2026-07-31,,
TCKT1243,S11243,Academic Support and Resources,قلة الدعم المقدم للطلاب اللي ليهم احتياجات خاصة,Medium,Open,2026-08-01,,
TCKT1244,S11244,Academic Support and Resources,نقص المواد الدراسية المترجمة والمبسطة للطلاب,Medium,In Progress,2026-08-02,,
TCKT1245,S11245,Academic Support and Resources,قلة منصات التواصل الأكاديمي المناسبة بين الطلاب والإدارة,Low,Resolved,2026-08-03,,
TCKT1246,S11246,Academic Support and Resources,عدم التزام المواد التعليمية بالمواصفات النوعية المطلوبة,Medium,Open,2026-08-04,,
TCKT1247,S11247,Academic Support and Resources,قلة الأدلة المساعدة والمتاحة عبر الإنترنت للطلبة,Medium,Open,2026-08-05,,
TCKT1248,S11248,Academic Support and Resources,ضعف الإشراف الأكاديمي على رفع المحتوى وتحديثه,High,Open,2026-08-06,,
TCKT1249,S11249,Academic Support and Resources,قلة الأدوات التكنولوجية المساعدة للطلبة ذوي الإعاقة,Medium,In Progress,2026-08-07,,
TCKT1250,S11250,Academic Support and Resources,عدم جودة البث المباشر للمحاضرات أونلاين,Low,Resolved,2026-08-08,,
TCKT1251,S11251,Academic Support and Resources,الشرح مرات بيبقى خارطة معقدة واحنا مش عارفين نفكها,Medium,Open,2026-08-09,,
TCKT1252,S11252,Academic Support and Resources,مواعيد المحاضرات مش واضحة ودا ضايعنا تماماً,Medium,Open,2026-08-10,,
TCKT1253,S11253,Academic Support and Resources,المحتوى الإلكتروني في المنصة دايمًا مش متوازن,High,Open,2026-08-11,,
TCKT1254,S11254,Academic Support and Resources,التدريبات العملية محتاجة تنظيم أفضل، وعدد الفرص قليلة,Medium,In Progress,2026-08-12,,
TCKT1255,S11255,Academic Support and Resources,قلة الأدوات الحديثة في المعامل بتأثر على جودة التعلم,High,Open,2026-08-13,,
TCKT1256,S11256,Academic Support and Resources,دعم فني ضّعيف في المشاكل التقنية مؤثر على الدراسة,Medium,Open,2026-08-14,,
TCKT1257,S11257,Academic Support and Resources,المنصة الإلكترونية ساعات بتتوقف وده بيخلي التعلم صعب,High,Open,2026-08-15,,
TCKT1258,S11258,Academic Support and Resources,تأخير تعليقات الأساتذة على مشاريعنا بيأثر على أدائنا,Medium,In Progress,2026-08-16,,
TCKT1259,S11259,Academic Support and Resources,قلة موارد الدراسة بتخلي البحث العلمي صعب ومأساوي,Medium,Open,2026-08-17,,
TCKT1260,S11260,Academic Support and Resources,غياب دروس الدعم والتعليم التفاعلي بيأثر علينا كتير,Low,Resolved,2026-08-18,,
TCKT1261,S11261,Academic Support and Resources,تأخير اختبارات المواد الإلكترونية بيأثر على مستوانا الدراسي,Medium,Open,2026-08-19,,
TCKT1262,S11262,Academic Support and Resources,قلة فرص التدريب العملي في المجالات المهمة معاناة كبيرة,High,Open,2026-08-20,,
TCKT1263,S11263,Academic Support and Resources,تعقيدات تقنية في الوصول للمحتوى الأكاديمي بتصعب الدراسة,Medium,Open,2026-08-21,,
TCKT1264,S11264,Academic Support and Resources,قلة الفيديوهات التعليمية عالية الجودة بتقلل من دعمنا,Medium,In Progress,2026-08-22,,
TCKT1265,S11265,Academic Support and Resources,المنصات الإلكترونية مش مستقرة وبتأثر على استمرارية التعليم,High,Open,2026-08-23,,
TCKT1266,S11266,Academic Support and Resources,مدة الاستجابة للدعم الفني طويلة جدًا، ما بتساعدش,Medium,Open,2026-08-24,,
TCKT1267,S11267,Academic Support and Resources,قلة المعلومات الأكاديمية المساعدة على المنظمة الدراسية,Medium,Open,2026-08-25,,
TCKT1268,S11268,Academic Support and Resources,عدم وضوح جداول الاختبارات مدمر لترتيباتنا,High,Open,2026-08-26,,
TCKT1269,S11269,Academic Support and Resources,ضمور فرص التعلم التفاعلي داخل الجامعات أمر محبط,Medium,In Progress,2026-08-27,,
TCKT1270,S11270,Academic Support and Resources,واجهة المستخدم في النظام الأكاديمي معقدة ومجهدة,Low,Resolved,2026-08-28,,
TCKT1271,S11271,Academic Support and Resources,عدم وضوح السياسات التعليمية الرقمية بيخلق اضطراب,Medium,Open,2026-08-29,,
TCKT1272,S11272,Academic Support and Resources,قلة المحتوى الجديد في المكتبة الإلكترونية مخيبة للآمال,Medium,Open,2026-08-30,,
TCKT1273,S11273,Academic Support and Resources,ضعف الوصول للموارد التقنية يؤدي إلى انخفاض التحصيل,High,Open,2026-08-31,,
TCKT1274,S11274,Academic Support and Resources,قلة الأدوات الرقمية المخصصة لذوي الاحتياجات الخاصة,Medium,In Progress,2026-09-01,,
TCKT1275,S11275,Academic Support and Resources,عدم جودة بث المحاضرات المباشرة يؤثر على المشاركة,Low,Resolved,2026-09-02,,
TCKT1276,S11276,Academic Support and Resources,نقص موارد الدعم الأكاديمي التخصصي للطلاب الجدد,Medium,Open,2026-09-03,,
TCKT1277,S11277,Academic Support and Resources,تعذّر تحديث المحتويات العلمية يعيق تقدم المنهج الدراسي,Medium,Open,2026-09-04,,
TCKT1278,S11278,Academic Support and Resources,انخفاض تفاعل وتعليم الطلاب في الدورات عبر الإنترنت,High,Open,2026-09-05,,
TCKT1279,S11279,Academic Support and Resources,قلة الفرص لتنمية المهارات العملية بحد جدًا كبير,Medium,In Progress,2026-09-06,,
TCKT1280,S11280,Academic Support and Resources,الافتقار إلى دعم تعليمي متواصل عبر التقنيات الحديثة,Medium,Open,2026-09-07,,
TCKT1281,S11281,Academic Support and Resources,قلة التوجيه الأكاديمي الجيد تزيد من صعوبة الدراسة,Low,Resolved,2026-09-08,,
TCKT1282,S11282,Academic Support and Resources,بطء نقل وتحديث المعلومات على النظام مؤدٍ لتأخر الدراسة,Medium,Open,2026-09-09,,
TCKT1283,S11283,Academic Support and Resources,صعوبة الوصول للكتيبات والمواد الدراسية بجميع الصيغ,Medium,Open,2026-09-10,,
TCKT1284,S11284,Academic Support and Resources,ضعف نظم التواصل بين الطلاب والإدارة الأكاديمية مشكلة قائمة,High,Open,2026-09-11,,
TCKT1285,S11285,Academic Support and Resources,نقص الدعم الفني لتعليم المواد افتراضيًا يؤثر كثيرًا,Medium,In Progress,2026-09-12,,
TCKT1286,S11286,Academic Support and Resources,قلة فرص التعليم المدمج والتعلم الذاتي بين الطلاب,Low,Resolved,2026-09-13,,
TCKT1287,S11287,Academic Support and Resources,محدودية قنوات التواصل الرسمية للسؤال والاستفسار والدعم,Medium,Open,2026-09-14,,
TCKT1288,S11288,Academic Support and Resources,عدم وضوح معايير تقييم الأداء الأكاديمي بيخلق التباس,Medium,Open,2026-09-15,,
TCKT1289,S11289,Academic Support and Resources,ضعف جودة البرامج والتدريبات الإضافية المقدمة للطلاب,High,Open,2026-09-16,,
TCKT1290,S11290,Academic Support and Resources,قلة وجود مدرسين مؤهلين في بعض التخصصات الحديثة,Medium,Open,2026-09-17,,
TCKT1291,S11291,Academic Support and Resources,ضعف التقييمات والمتابعات الأكاديمية يسبب تخبط في الأداء,Medium,In Progress,2026-09-18,,
TCKT1292,S11292,Academic Support and Resources,قلة اهتمام الإدارة بتحديث المناهج التعليمية بانتظام,Low,Resolved,2026-09-19,,
TCKT1293,S11293,Academic Support and Resources,ضعف تمويل البحث العلمي يؤثر على جودة النتائج والمخرجات,Medium,Open,2026-09-20,,
TCKT1294,S11294,Academic Support and Resources,قلة التدريب على استخدام الأدوات الجديدة في التدريس,Medium,Open,2026-09-21,,
TCKT1295,S11295,Academic Support and Resources,ندرة اللقاءات الأكاديمية وورش العمل التعليمية الجامعية,High,Open,2026-09-22,,
TCKT1296,S11296,Academic Support and Resources,قلة منصات التعلم الإلكترونية التفاعلية عن الحاجة الفعلية,Medium,In Progress,2026-09-23,,
TCKT1297,S11297,Academic Support and Resources,عدم مواءمة المحتوى التعليمي لمتطلبات سوق العمل المحلية,Low,Resolved,2026-09-24,,
TCKT1298,S11298,Academic Support and Resources,ضعف التوجيه والإرشاد الأكاديمي الجديد للطلاب الجدد,Medium,Open,2026-09-25,,
TCKT1299,S11299,Academic Support and Resources,نقص المشاركة الطلابية في صياغة السياسات التعليمية,Medium,Open,2026-09-26,,
TCKT1300,S11300,Academic Support and Resources,قلة استثمار الجامعة في تحديث المعدات والأدوات التعليمية,Medium,Open,2026-09-27,,
TCKT0251,S11051,Academic Support and Resources,Inadequate online library access hours limit my ability to research for weekday assignments effectively.,Medium,Open,2024-09-15,0.0,
TCKT0252,S11052,Student Affairs,Repeated elevator failures in residence halls are causing serious access issues for students with disabilities.,High,Open,2024-09-20,1.0,
TCKT0253,S11053,Financial Support,Unclear breakdown of the tuition billing statement causes confusion when tracking payment statuses.,Medium,In Progress,2024-09-25,2.0,
TCKT0254,S11054,IT,"The campus WiFi often disconnects in lecture rooms, disrupting video streaming for classes.",High,In Progress,2024-09-30,3.0,
TCKT0255,S11055,Academic Support and Resources,Difficulty accessing recorded lectures on the learning platform impairs study flexibility.,Medium,Open,2024-10-05,4.0,
TCKT0256,S11056,Student Affairs,Lack of quiet study zones in the library reduces effective study environments during exams.,High,Open,2024-10-10,5.0,
TCKT0257,S11057,Financial Support,"Scholarship application criteria were not fully communicated, resulting in missed opportunities.",Low,Resolved,2024-10-15,6.0,
TCKT0258,S11058,IT,Software required for my lab course fails to install properly on university computers.,Medium,In Progress,2024-10-20,7.0,
TCKT0259,S11059,Academic Support and Resources,Frequent changes in course curriculum without instructor notification cause confusion.,High,Open,2024-10-25,8.0,
TCKT0260,S11060,Student Affairs,Campus shuttle service timetable changes without prior announcements inconvenience daily commutes.,Medium,In Progress,2024-10-30,9.0,
TCKT0261,S11061,Financial Support,Delayed processing of financial aid appeals adds stress during course registration.,High,Open,2024-11-04,10.0,
TCKT0262,S11062,IT,Institutional email system occasionally rejects valid messages from external senders.,Medium,In Progress,2024-11-09,11.0,
TCKT0263,S11063,Academic Support and Resources,Limited access to lab equipment reservations restricts hands-on learning opportunities.,Low,Resolved,2024-11-14,12.0,
TCKT0264,S11064,Student Affairs,"Dormitory common area cleanliness is subpar, affecting residential satisfaction and health.",Medium,Open,2024-11-19,13.0,
TCKT0265,S11065,Financial Support,Unanticipated fine imposed for late fee payment due to lack of clear reminders.,High,Open,2024-11-24,14.0,
TCKT0266,S11066,IT,Helpdesk ticket resolution times have lengthened unacceptably during peak academic periods.,Medium,In Progress,2024-11-29,15.0,
TCKT0267,S11067,Academic Support and Resources,"The university's academic advising services are overwhelmed, causing appointment wait times.",High,Open,2024-12-04,16.0,
TCKT0268,S11068,Student Affairs,"Campus parking spots allocated to students are insufficient, increasing daily stress.",Medium,Resolved,2024-12-09,17.0,
TCKT0269,S11069,Financial Support,Mismatch between scholarship award letters and credited amounts reported in accounts.,High,Open,2024-12-14,18.0,
TCKT0270,S11070,IT,Remote desktop access suffers from intermittent latency and unpredictable disconnects.,Medium,In Progress,2024-12-19,19.0,
TCKT0271,S11071,Academic Support and Resources,Inconsistent posting of grades on the student portal delays performance monitoring.,High,Open,2024-12-24,20.0,
TCKT0272,S11072,Student Affairs,The campus gym's limited operating hours do not accommodate students with non-traditional schedules.,Medium,Open,2024-12-29,21.0,
TCKT0273,S11073,Financial Support,Complex reimbursement workflows delay refunds for students participating in study abroad programs.,High,Open,2025-01-03,22.0,
TCKT0274,S11074,IT,"Software license renewal notifications are unreliable, causing temporary loss of access.",Medium,In Progress,2025-01-08,23.0,
TCKT0275,S11075,Academic Support and Resources,Restricted access to specialized academic software limits research potential in advanced courses.,Low,Resolved,2025-01-13,24.0,
TCKT0276,S11076,Student Affairs,Poor campus lighting in key walkways jeopardizes student safety during evening hours.,Medium,Open,2025-01-18,25.0,
TCKT0277,S11077,Financial Support,Delayed updates to account balances hinder accurate financial planning for students.,High,Open,2025-01-23,26.0,
TCKT0278,S11078,IT,"The campus network's DNS servers experience frequent outages, interrupting daily academic operations.",Medium,In Progress,2025-01-28,27.0,
TCKT0279,S11079,Academic Support and Resources,Inadequate library study room booking system complicates group project work scheduling.,High,Open,2025-02-02,28.0,
TCKT0280,S11080,Student Affairs,Suboptimal cleaning schedules cause recurring hygiene issues in shared dormitory bathrooms.,Medium,Resolved,2025-02-07,29.0,
TCKT0281,S11081,Financial Support,Non-transparent criteria for stipend eligibility generate distrust among student recipients.,High,Open,2025-02-12,30.0,
TCKT0282,S11082,IT,"Helpdesk portal occasionally crashes during peak usage, impeding support ticket submissions.",Medium,In Progress,2025-02-17,31.0,
TCKT0283,S11083,Academic Support and Resources,Lack of communication on laboratory availability restricts effective planning for practical sessions.,Low,Resolved,2025-02-22,32.0,
TCKT0284,S11084,Student Affairs,Event cancellations due to inadequate room bookings disappoint campus community engagements.,Medium,Open,2025-02-27,33.0,
TCKT0285,S11085,Financial Support,Erroneous billing entries result in unexpected charges on student financial statements.,High,Open,2025-03-04,34.0,
TCKT0286,S11086,IT,Frequent crashes of campus software tools reduce productivity and learning outcomes.,Medium,In Progress,2025-03-09,35.0,
TCKT0287,S11087,Academic Support and Resources,Delayed response to tutoring session requests hampers preparation for impending exams.,High,Open,2025-03-14,36.0,
TCKT0288,S11088,Student Affairs,Noise complaints in student housing are inadequately addressed leading to persistent disruptions.,Medium,Open,2025-03-19,37.0,
TCKT0289,S11089,Financial Support,Difficulty navigating online payment portals results in missed billing deadlines.,High,Open,2025-03-24,38.0,
TCKT0290,S11090,IT,Printer connectivity issues in campus labs frequently interrupt student work flows.,Medium,In Progress,2025-03-29,39.0,
TCKT0291,S11091,Academic Support and Resources,Insufficient office hours for academic advisors restrict timely student academic guidance.,Low,Resolved,2025-04-03,40.0,
TCKT0292,S11092,Student Affairs,Recurring power outages in residence halls disturb study and sleep environments for students.,Medium,Open,2025-04-08,41.0,
TCKT0293,S11093,Financial Support,Inconsistent communication regarding financial aid package changes causes student anxiety.,High,Open,2025-04-13,42.0,
TCKT0294,S11094,IT,Login errors on online examination platforms create barriers to test participation.,Medium,In Progress,2025-04-18,43.0,
TCKT0295,S11095,Academic Support and Resources,Absence of updated course syllabi leads to confusion in assignment scheduling and expectations.,High,Open,2025-04-23,44.0,
TCKT0296,S11096,Student Affairs,Long queues at student service centers cause frustration and delay essential administrative processes.,Medium,Resolved,2025-04-28,45.0,
TCKT0297,S11097,Financial Support,Failure to promptly apply scholarship awards causes unnecessary account holds.,High,Open,2025-05-03,46.0,
TCKT0298,S11098,IT,Campus Wi-Fi access restrictions at certain locations reduce accessibility for students needing connectivity.,Medium,In Progress,2025-05-08,47.0,
TCKT0299,S11099,Academic Support and Resources,Library computer workstations frequently run outdated software hindering research activities.,Low,Resolved,2025-05-13,48.0,
TCKT0300,S11100,Student Affairs,Limited availability of counseling appointments contributes to increased student stress and dissatisfaction.,High,Open,2025-05-18,49.0,
TCKT0301,S11101,Academic Support and Resources,The academic advising system's limited appointment availability hampers timely guidance for graduation planning.,High,Open,2024-09-10,50.0,
TCKT0302,S11102,Student Affairs,The chronic lack of sufficient parking spaces disproportionately affects commuter students during peak hours.,Medium,In Progress,2024-09-15,51.0,
TCKT0303,S11103,Financial Support,Multiple discrepancies in billing statements complicate reconciliation of tuition fees and scholarships.,High,Open,2024-09-20,52.0,
TCKT0304,S11104,IT,Widespread authentication errors prevent students from accessing essential learning management systems.,Urgent,Open,2024-09-25,53.0,
TCKT0305,S11105,Academic Support and Resources,Omissions in posting supplementary course materials delay students' preparation for examinations.,Medium,Resolved,2024-09-30,54.0,
TCKT0306,S11106,Student Affairs,Repeated failures in repairing dormitory heating systems result in uncomfortable living conditions.,High,Open,2024-10-05,55.0,
TCKT0307,S11107,Financial Support,Delays in processing financial aid disbursements cause registration holds for numerous students.,Medium,In Progress,2024-10-10,56.0,
TCKT0308,S11108,IT,"The institution's Wi-Fi network suffers frequent congestion in common study areas, degrading connectivity quality.",High,Open,2024-10-15,57.0,
TCKT0309,S11109,Academic Support and Resources,Inconsistent grading timelines among faculty lead to student anxiety and dissatisfaction.,Medium,Open,2024-10-20,58.0,
TCKT0310,S11110,Student Affairs,Inadequate lighting along pedestrian pathways poses safety hazards during evening hours.,High,Open,2024-10-25,59.0,
TCKT0311,S11111,Financial Support,Lack of clarity in tuition refund policies causes confusion following course withdrawals.,Medium,Resolved,2024-10-30,60.0,
TCKT0312,S11112,IT,Software incompatibilities in computer labs impede access to required academic applications.,High,In Progress,2024-11-04,61.0,
TCKT0313,S11113,Academic Support and Resources,The limited hours of academic support centers restrict students' abilities to seek help when needed.,Medium,Open,2024-11-09,62.0,
TCKT0314,S11114,Student Affairs,Inconsistent enforcement of dormitory quiet hours disrupts residents' study and rest cycles.,High,Open,2024-11-14,63.0,
TCKT0315,S11115,Financial Support,Bills with unexplained charges create difficulties in managing student budgets and payments.,Medium,In Progress,2024-11-19,64.0,
TCKT0316,S11116,IT,Helpdesk response delays extend downtime for students facing urgent technical challenges.,High,Open,2024-11-24,65.0,
TCKT0317,S11117,Academic Support and Resources,Changes in course schedules without sufficient notice interfere with students' planning.,Medium,Resolved,2024-11-29,66.0,
TCKT0318,S11118,Student Affairs,Insufficient accommodations in campus transportation services limit mobility for students with disabilities.,High,Open,2024-12-04,67.0,
TCKT0319,S11119,Financial Support,Errors in scholarship awarding cause discrepancies in expected versus received tuition credits.,Medium,In Progress,2024-12-09,68.0,
TCKT0320,S11120,IT,Unstable campus network connections frequently disrupt online exam participation.,High,Open,2024-12-14,69.0,
TCKT0321,S11121,Academic Support and Resources,Absences of timely lecture note uploads hinder students' comprehensive understanding of course content.,Medium,Open,2024-12-19,70.0,
TCKT0322,S11122,Student Affairs,Faulty HVAC systems in dormitories decrease resident comfort and concentration.,High,Open,2024-12-24,71.0,
TCKT0323,S11123,Financial Support,Inadequate communication about payment plan options contributes to billing confusion.,Medium,Resolved,2024-12-29,72.0,
TCKT0324,S11124,IT,Email filtering systems mistakenly classify valid academic communications as spam.,High,In Progress,2025-01-03,73.0,
TCKT0325,S11125,Academic Support and Resources,Unavailability of critical laboratory equipment limits completion of practical coursework.,Medium,Open,2025-01-08,74.0,
TCKT0326,S11126,Student Affairs,Delays in dormitory maintenance requests negatively impact living conditions.,High,Open,2025-01-13,75.0,
TCKT0327,S11127,Financial Support,Unanticipated late fees due to delayed payment processing affect student account standing.,Medium,In Progress,2025-01-18,76.0,
TCKT0328,S11128,IT,Virtual learning environments suffer from frequent system crashes during high-demand periods.,Urgent,Open,2025-01-23,77.0,
TCKT0329,S11129,Academic Support and Resources,Lapses in academic advising session availability hinder timely course selections.,Medium,Resolved,2025-01-28,78.0,
TCKT0330,S11130,Student Affairs,Insufficient accessibility features in campus facilities challenge inclusivity goals.,High,Open,2025-02-02,79.0,
TCKT0331,S11131,Financial Support,Failure to promptly update financial aid awards on accounts creates registration difficulties.,Medium,Open,2025-02-07,80.0,
